Category,Message
ham,Assignment due Friday. Course #432799. Submit via portal.
ham,Please review report by Friday. Task #702358. Thanks!
spam,Invoice #177803: Payment $52750 overdue 5 days. Pay immediately or legal action.
spam,Invoice #247577: Payment $68661 overdue 1 days. Pay immediately or legal action.
spam,"Bitcoin investment #280649: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Tuesday. Course #500056. Submit via portal.
ham,Aiyah ok wat as long as got improve can already wat...
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
ham,Order #428888 shipped. Arrives Monday. Total: $657. Track online.
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
spam,WINNER #370635: Won $10830 in lottery. Claim immediately!
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 506481
ham,Please review report by Tuesday. Task #604944. Thanks!
spam,WINNER #444349: Won $73529 in lottery. Claim immediately!
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 103033
ham,Order #489087 shipped. Arrives Monday. Total: $669. Track online.
ham,Assignment due Tuesday. Course #164946. Submit via portal.
spam,Loan $32730 approved. 6.41% APR. App #957202. Processing $295.
spam,Foreclosure #624909: Pay $4604 by Friday or property auctioned. Call now.
ham,So what do you guys do.
ham,Tiwary to rcb.battle between bang and kochi.
ham,Please review report by Friday. Task #750517. Thanks!
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,Order #554627 shipped. Arrives Monday. Total: $912. Track online.
spam,Foreclosure #372535: Pay $6056 by Friday or property auctioned. Call now.
ham,Please review report by Monday. Task #983576. Thanks!
ham,Please review report by Monday. Task #888753. Thanks!
ham,Assignment due Monday. Course #742558. Submit via portal.
ham,Wat r u doing now?
spam,WINNER #984480: Won $20095 in lottery. Claim immediately!
ham,Heehee that was so funny tho
ham,K...k...when will you give treat?
ham,Nope... Juz off from work...
spam,Student loan #502829 forgiveness $65506 approved. Claim with $494 processing fee.
ham,It means u could not keep ur words.
ham,"U so lousy, run already come back then half dead... Hee..."
ham,Assignment due Monday. Course #134270. Submit via portal.
spam,WINNER #437965: Won $55501 in lottery. Claim immediately!
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,Please review report by Tuesday. Task #983281. Thanks!
spam,Student loan #312820 forgiveness $10184 approved. Claim with $130 processing fee.
spam,WINNER #410697: Won $92762 in lottery. Claim immediately!
ham,Please review report by Friday. Task #134186. Thanks!
spam,Foreclosure #598213: Pay $95879 by Friday or property auctioned. Call now.
spam,Student loan #149655 forgiveness $96137 approved. Claim with $376 processing fee.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 434679
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
spam,Loan $87961 approved. 7.59% APR. App #464857. Processing $256.
ham,"Hi Chikku, send some nice msgs"
spam,Loan $12490 approved. 5.23% APR. App #328024. Processing $282.
spam,Loan $35296 approved. 5.71% APR. App #459959. Processing $736.
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
spam,Invoice #118748: Payment $20766 overdue 5 days. Pay immediately or legal action.
spam,WINNER #380513: Won $7988 in lottery. Claim immediately!
spam,"Bitcoin investment #446083: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 882631
ham,So i'm doing a list of buyers.
ham,Assignment due Tuesday. Course #297032. Submit via portal.
spam,Invoice #482719: Payment $97947 overdue 7 days. Pay immediately or legal action.
ham,will you like to be spoiled? :)
ham,Hi mom we might be back later than  &lt;#&gt;
spam,Student loan #260513 forgiveness $32582 approved. Claim with $136 processing fee.
spam,WINNER #955559: Won $48658 in lottery. Claim immediately!
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
ham,Mm have some kanji dont eat anything heavy ok
spam,Loan $31977 approved. 2.55% APR. App #200881. Processing $712.
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
spam,WINNER #218515: Won $68348 in lottery. Claim immediately!
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,Assignment due Tuesday. Course #924305. Submit via portal.
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 758494
ham,Assignment due Tuesday. Course #813020. Submit via portal.
ham,Order #894117 shipped. Arrives Friday. Total: $285. Track online.
ham,Assignment due Friday. Course #124391. Submit via portal.
spam,Invoice #366689: Payment $68333 overdue 4 days. Pay immediately or legal action.
spam,WINNER #532505: Won $81017 in lottery. Claim immediately!
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,Assignment due Friday. Course #897341. Submit via portal.
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Assignment due Friday. Course #391222. Submit via portal.
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,Ok then u tell me wat time u coming later lor.
ham,"K I'll head out in a few mins, see you there"
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,Please review report by Monday. Task #250346. Thanks!
ham,Assignment due Monday. Course #925467. Submit via portal.
ham,Order #860680 shipped. Arrives Tuesday. Total: $524. Track online.
ham,Assignment due Friday. Course #513074. Submit via portal.
ham,Are you going to write ccna exam this week??
ham,Assignment due Tuesday. Course #752192. Submit via portal.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 932307
ham,Please review report by Monday. Task #108386. Thanks!
ham,I dont want to hear anything
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
spam,Foreclosure #518773: Pay $37157 by Friday or property auctioned. Call now.
spam,Invoice #726772: Payment $71709 overdue 1 days. Pay immediately or legal action.
ham,Please review report by Friday. Task #684008. Thanks!
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
spam,Foreclosure #299964: Pay $21657 by Friday or property auctioned. Call now.
spam,WINNER #296559: Won $80583 in lottery. Claim immediately!
ham,Order #561348 shipped. Arrives Monday. Total: $845. Track online.
ham,Assignment due Tuesday. Course #487893. Submit via portal.
spam,WINNER #188548: Won $75498 in lottery. Claim immediately!
ham,"Yeah, probably here for a while"
ham,Assignment due Friday. Course #148860. Submit via portal.
ham,Hey check it da. I have listed da.
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
ham,Assignment due Monday. Course #703509. Submit via portal.
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,Order #764054 shipped. Arrives Monday. Total: $553. Track online.
ham,Assignment due Monday. Course #331219. Submit via portal.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 506273
ham,Order #380708 shipped. Arrives Tuesday. Total: $487. Track online.
ham,I ask if u meeting da ge tmr nite...
ham,Thanks. Fills me with complete calm and reassurance!
ham,Assignment due Tuesday. Course #695106. Submit via portal.
ham,Assignment due Friday. Course #551434. Submit via portal.
ham,Assignment due Friday. Course #746722. Submit via portal.
spam,Loan $83659 approved. 3.64% APR. App #872059. Processing $774.
spam,"Bitcoin investment #863389: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #976263 shipped. Arrives Monday. Total: $844. Track online.
ham,Order #501332 shipped. Arrives Friday. Total: $60. Track online.
ham,Assignment due Tuesday. Course #769773. Submit via portal.
ham,Please review report by Tuesday. Task #537125. Thanks!
ham,Order #300719 shipped. Arrives Friday. Total: $455. Track online.
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 294863
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,Sir send to group mail check it.
spam,Invoice #809455: Payment $75482 overdue 6 days. Pay immediately or legal action.
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
spam,Invoice #634583: Payment $64825 overdue 6 days. Pay immediately or legal action.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 453356
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
spam,"Bitcoin investment #484930: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,"Bitcoin investment #921050: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Foreclosure #345069: Pay $35417 by Friday or property auctioned. Call now.
ham,Assignment due Tuesday. Course #836242. Submit via portal.
ham,No de.am seeing in online shop so that i asked.
spam,"Bitcoin investment #939604: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Assignment due Monday. Course #463592. Submit via portal.
spam,Invoice #760874: Payment $19515 overdue 7 days. Pay immediately or legal action.
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 830763
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,Tension ah?what machi?any problem?
ham,Ok lor wat time ü finish?
ham,Only saturday and sunday holiday so its very difficult:)
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 923651
ham,Assignment due Friday. Course #851155. Submit via portal.
ham,Nothing. Can...
ham,Can you do online transaction?
spam,Student loan #121628 forgiveness $82504 approved. Claim with $266 processing fee.
ham,Order #583736 shipped. Arrives Friday. Total: $723. Track online.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 803278
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 646561
ham,I'm also came to room.
spam,Invoice #990452: Payment $48302 overdue 7 days. Pay immediately or legal action.
ham,Order #245982 shipped. Arrives Friday. Total: $750. Track online.
ham,Please review report by Tuesday. Task #948656. Thanks!
ham,Order #658384 shipped. Arrives Friday. Total: $775. Track online.
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Order #488112 shipped. Arrives Friday. Total: $977. Track online.
spam,Foreclosure #160358: Pay $24290 by Friday or property auctioned. Call now.
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
spam,Loan $83582 approved. 2.73% APR. App #755219. Processing $457.
spam,"Bitcoin investment #255101: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
